slice,dataset,task,selection_mode,nominal_budget,threshold,max_gap_frames,sequences_or_clips,frames,failure_frames,reviewed_frames,caught_failure_frames,safe_referred_frames,failure_episodes,captured_failure_episodes,residual_failure_episodes,referral_episodes,false_referral_episodes,redundant_failure_hits,within_referral_episode_extra_frames,review_fraction,frame_failure_recall,episode_failure_recall,false_referral_episode_fraction,reviewed_frames_per_sequence_or_clip,referral_episodes_per_sequence_or_clip,false_referral_episodes_per_sequence_or_clip,redundant_failure_hits_per_captured_episode,failure_episode_duration_mean_frames,failure_episode_duration_median_frames,failure_episode_duration_p95_frames,failure_episode_duration_max_frames,captured_episode_duration_mean_frames,captured_episode_duration_median_frames,captured_episode_duration_p95_frames,captured_episode_duration_max_frames,residual_episode_duration_mean_frames,residual_episode_duration_median_frames,residual_episode_duration_p95_frames,residual_episode_duration_max_frames,referral_episode_duration_mean_frames,referral_episode_duration_median_frames,referral_episode_duration_p95_frames,referral_episode_duration_max_frames,false_referral_episode_duration_mean_frames,false_referral_episode_duration_median_frames,false_referral_episode_duration_p95_frames,false_referral_episode_duration_max_frames
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.05,,0,7,27186,24296,1361,1361,0,1520,321,1199,938,0,1040,423,0.05006253218568381,0.05601745143233454,0.21118421052631578,0.0,194.42857142857142,134.0,0.0,3.2398753894080996,15.98421052631579,5.0,63.0,287,42.781931464174455,29.0,124.0,287,8.809841534612177,3.0,37.0,141,1.450959488272921,1.0,3.0,8,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.05,,2,7,27186,24296,1361,1361,0,271,110,161,653,0,1251,708,0.05006253218568381,0.05601745143233454,0.4059040590405904,0.0,194.42857142857142,93.28571428571429,0.0,11.372727272727273,95.18450184501845,32.0,415.0,1005,203.06363636363636,154.5,543.0999999999999,1005,21.47826086956522,8.0,93.0,150,2.684532924961715,1.0,9.0,24,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.05,,5,7,27186,24296,1361,1361,0,65,42,23,480,0,1319,881,0.05006253218568381,0.05601745143233454,0.6461538461538462,0.0,194.42857142857142,68.57142857142857,0.0,31.404761904761905,408.2,145.0,1733.7999999999995,2477,608.6190476190476,448.0,1869.3999999999996,2477,42.21739130434783,27.0,110.19999999999999,162,4.997916666666667,2.0,18.049999999999955,68,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.05,case_specific_other_two_cases,0,7,27186,24296,1381,1381,0,1520,323,1197,947,0,1058,434,0.05079820495843449,0.05684063220283174,0.2125,0.0,197.28571428571428,135.28571428571428,0.0,3.2755417956656347,15.98421052631579,5.0,63.0,287,42.8235294117647,29.0,123.59999999999991,287,8.741854636591478,3.0,36.200000000000045,141,1.4582893347412882,1.0,3.0,8,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.05,case_specific_other_two_cases,2,7,27186,24296,1381,1381,0,271,114,157,666,0,1267,715,0.05079820495843449,0.05684063220283174,0.42066420664206644,0.0,197.28571428571428,95.14285714285714,0.0,11.114035087719298,95.18450184501845,32.0,415.0,1005,198.14912280701753,144.5,538.6999999999998,1005,20.420382165605094,7.0,86.79999999999995,150,2.6546546546546548,1.0,9.0,27,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.05,case_specific_other_two_cases,5,7,27186,24296,1381,1381,0,65,44,21,491,0,1337,890,0.05079820495843449,0.05684063220283174,0.676923076923077,0.0,197.28571428571428,70.14285714285714,0.0,30.386363636363637,408.2,145.0,1733.7999999999995,2477,584.75,416.5,1858.2000000000003,2477,38.285714285714285,24.0,111.0,162,4.95112016293279,2.0,18.0,68,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.1,,0,7,27186,24296,2721,2721,0,1520,433,1087,1535,0,2288,1186,0.10008828073273009,0.11199374382614422,0.2848684210526316,0.0,388.7142857142857,219.28571428571428,0.0,5.284064665127021,15.98421052631579,5.0,63.0,287,38.43879907621247,25.0,117.0,287,7.039558417663294,3.0,32.0,103,1.7726384364820846,1.0,5.0,18,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.1,,2,7,27186,24296,2721,2721,0,271,134,137,928,0,2587,1793,0.10008828073273009,0.11199374382614422,0.4944649446494465,0.0,388.7142857142857,132.57142857142858,0.0,19.30597014925373,95.18450184501845,32.0,415.0,1005,177.38805970149255,106.5,529.05,1005,14.781021897810218,5.0,64.0,129,3.8405172413793105,2.0,13.0,40,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.1,,5,7,27186,24296,2721,2721,0,65,48,17,656,0,2673,2065,0.10008828073273009,0.11199374382614422,0.7384615384615385,0.0,388.7142857142857,93.71428571428571,0.0,55.6875,408.2,145.0,1733.7999999999995,2477,540.5,375.0,1835.7999999999997,2477,34.64705882352941,17.0,121.19999999999996,162,7.0,3.5,24.0,87,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.1,case_specific_other_two_cases,0,7,27186,24296,2790,2790,0,1520,438,1082,1555,0,2352,1235,0.10262635179871993,0.11483371748435957,0.2881578947368421,0.0,398.57142857142856,222.14285714285714,0.0,5.36986301369863,15.98421052631579,5.0,63.0,287,37.926940639269404,24.0,117.0,287,7.101663585951941,3.0,32.0,105,1.7942122186495177,1.0,5.0,18,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.1,case_specific_other_two_cases,2,7,27186,24296,2790,2790,0,271,138,133,938,0,2652,1852,0.10262635179871993,0.11483371748435957,0.5092250922509225,0.0,398.57142857142856,134.0,0.0,19.217391304347824,95.18450184501845,32.0,415.0,1005,174.44202898550725,105.5,528.45,1005,12.947368421052632,5.0,63.0,103,3.8891257995735606,2.0,13.0,42,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.1,case_specific_other_two_cases,5,7,27186,24296,2790,2790,0,65,48,17,652,0,2742,2138,0.10262635179871993,0.11483371748435957,0.7384615384615385,0.0,398.57142857142856,93.14285714285714,0.0,57.125,408.2,145.0,1733.7999999999995,2477,540.5,375.0,1835.7999999999997,2477,34.64705882352941,17.0,121.19999999999996,162,7.2684049079754605,4.0,26.0,87,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.2,,0,7,27186,24296,5439,5439,0,1520,620,900,2442,0,4819,2997,0.20006621054954757,0.22386401053671387,0.40789473684210525,0.0,777.0,348.85714285714283,0.0,7.77258064516129,15.98421052631579,5.0,63.0,287,32.42903225806452,20.0,103.0,287,4.655555555555556,2.0,16.049999999999955,78,2.227272727272727,1.0,6.0,31,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.2,,2,7,27186,24296,5439,5439,0,271,159,112,1263,0,5280,4176,0.20006621054954757,0.22386401053671387,0.5867158671586716,0.0,777.0,180.42857142857142,0.0,33.20754716981132,95.18450184501845,32.0,415.0,1005,154.74213836477986,92.0,510.89999999999986,1005,10.633928571428571,4.0,59.14999999999992,96,5.551860649247823,3.0,19.0,83,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,heldout_exact_rank,0.2,,5,7,27186,24296,5439,5439,0,65,51,14,796,0,5388,4643,0.20006621054954757,0.22386401053671387,0.7846153846153846,0.0,777.0,113.71428571428571,0.0,105.6470588235294,408.2,145.0,1733.7999999999995,2477,510.52941176470586,363.0,1819.0,2477,35.42857142857143,7.5,128.84999999999997,162,11.018844221105528,6.0,38.0,167,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.2,case_specific_other_two_cases,0,7,27186,24296,5569,5569,0,1520,606,914,2381,0,4963,3188,0.20484808357242698,0.22921468554494567,0.3986842105263158,0.0,795.5714285714286,340.14285714285717,0.0,8.189768976897689,15.98421052631579,5.0,63.0,287,32.72112211221122,20.0,103.0,287,4.887308533916849,2.0,19.0,78,2.3389332213355734,1.0,7.0,36,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.2,case_specific_other_two_cases,2,7,27186,24296,5569,5569,0,271,159,112,1234,0,5410,4335,0.20484808357242698,0.22921468554494567,0.5867158671586716,0.0,795.5714285714286,176.28571428571428,0.0,34.0251572327044,95.18450184501845,32.0,415.0,1005,154.69811320754718,92.0,510.89999999999986,1005,10.696428571428571,4.0,59.14999999999992,96,5.752025931928687,3.0,20.34999999999991,67,,,,
sun_negative_loco_macro,SUN-SEG,negative_false_positive,train_cases_frozen_threshold,0.2,case_specific_other_two_cases,5,7,27186,24296,5569,5569,0,65,51,14,779,0,5518,4790,0.20484808357242698,0.22921468554494567,0.7846153846153846,0.0,795.5714285714286,111.28571428571429,0.0,108.19607843137256,408.2,145.0,1733.7999999999995,2477,510.52941176470586,363.0,1819.0,2477,35.42857142857143,7.5,128.84999999999997,162,11.313222079589217,6.0,40.0,137,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.01,,0,4,647,418,7,7,0,71,6,65,7,0,1,0,0.010819165378670788,0.01674641148325359,0.08450704225352113,0.0,1.75,1.75,0.0,0.16666666666666666,5.887323943661972,2.0,23.5,99,26.333333333333332,10.0,83.0,99,4.0,2.0,14.399999999999991,33,1.0,1.0,1.0,1,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.01,,2,4,647,418,7,7,0,27,6,21,7,0,1,0,0.010819165378670788,0.01674641148325359,0.2222222222222222,0.0,1.75,1.75,0.0,0.16666666666666666,17.444444444444443,11.0,58.69999999999999,99,37.333333333333336,26.0,90.5,99,11.761904761904763,5.0,31.0,44,1.0,1.0,1.0,1,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.01,,5,4,647,418,7,7,0,14,4,10,6,0,3,1,0.010819165378670788,0.01674641148325359,0.2857142857142857,0.0,1.75,1.5,0.0,0.75,37.214285714285715,23.5,100.4,103,79.25,85.5,102.4,103,20.4,9.0,68.39999999999992,99,1.6666666666666667,1.0,4.0,5,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.01,0.13528396,0,4,647,418,0,0,0,71,0,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887323943661972,2.0,23.5,99,,,,,5.887323943661972,2.0,23.5,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.01,0.13528396,2,4,647,418,0,0,0,27,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.444444444444443,11.0,58.69999999999999,99,,,,,17.444444444444443,11.0,58.69999999999999,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.01,0.13528396,5,4,647,418,0,0,0,14,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.214285714285715,23.5,100.4,103,,,,,37.214285714285715,23.5,100.4,103,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.05,,0,4,647,418,33,33,0,71,11,60,23,0,22,10,0.05100463678516229,0.07894736842105263,0.15492957746478872,0.0,8.25,5.75,0.0,2.0,5.887323943661972,2.0,23.5,99,16.90909090909091,5.0,67.0,99,3.8666666666666667,2.0,15.099999999999994,33,1.434782608695652,1.0,2.8999999999999986,3,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.05,,2,4,647,418,33,33,0,27,8,19,19,0,25,14,0.05100463678516229,0.07894736842105263,0.2962962962962963,0.0,8.25,4.75,0.0,3.125,17.444444444444443,11.0,58.69999999999999,99,35.125,28.5,87.09999999999998,99,10.0,5.0,31.39999999999997,44,2.0,1.0,5.099999999999998,6,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.05,,5,4,647,418,33,33,0,14,5,9,17,0,28,16,0.05100463678516229,0.07894736842105263,0.35714285714285715,0.0,8.25,4.25,0.0,5.6,37.214285714285715,23.5,100.4,103,69.6,72.0,102.2,103,19.22222222222222,6.0,71.39999999999998,99,2.588235294117647,1.0,6.799999999999997,10,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.05,0.09579211,0,4,647,418,0,0,0,71,0,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887323943661972,2.0,23.5,99,,,,,5.887323943661972,2.0,23.5,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.05,0.09579211,2,4,647,418,0,0,0,27,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.444444444444443,11.0,58.69999999999999,99,,,,,17.444444444444443,11.0,58.69999999999999,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.05,0.09579211,5,4,647,418,0,0,0,14,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.214285714285715,23.5,100.4,103,,,,,37.214285714285715,23.5,100.4,103,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.1,,0,4,647,418,65,65,0,71,16,55,34,0,49,31,0.10046367851622875,0.15550239234449761,0.22535211267605634,0.0,16.25,8.5,0.0,3.0625,5.887323943661972,2.0,23.5,99,13.125,5.0,51.0,99,3.7818181818181817,2.0,15.599999999999994,33,1.911764705882353,1.0,5.049999999999994,9,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.1,,2,4,647,418,65,65,0,27,11,16,26,0,54,39,0.10046367851622875,0.15550239234449761,0.4074074074074074,0.0,16.25,6.5,0.0,4.909090909090909,17.444444444444443,11.0,58.69999999999999,99,28.545454545454547,17.0,82.0,99,9.8125,4.5,33.5,44,3.0,1.5,8.5,17,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.1,,5,4,647,418,65,65,0,14,6,8,20,0,59,45,0.10046367851622875,0.15550239234449761,0.42857142857142855,0.0,16.25,5.0,0.0,9.833333333333334,37.214285714285715,23.5,100.4,103,60.0,57.5,102.0,103,20.125,5.0,74.84999999999997,99,4.95,2.0,17.350000000000005,24,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.1,0.07180122,0,4,647,418,0,0,0,71,0,71,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.887323943661972,2.0,23.5,99,,,,,5.887323943661972,2.0,23.5,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.1,0.07180122,2,4,647,418,0,0,0,27,0,27,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.444444444444443,11.0,58.69999999999999,99,,,,,17.444444444444443,11.0,58.69999999999999,99,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.1,0.07180122,5,4,647,418,0,0,0,14,0,14,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.214285714285715,23.5,100.4,103,,,,,37.214285714285715,23.5,100.4,103,,,,,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.2,,0,4,647,418,130,130,0,71,24,47,43,0,106,87,0.2009273570324575,0.31100478468899523,0.3380281690140845,0.0,32.5,10.75,0.0,4.416666666666667,5.887323943661972,2.0,23.5,99,11.5,4.0,34.699999999999996,99,3.021276595744681,2.0,7.699999999999996,30,3.0232558139534884,1.0,11.899999999999999,18,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.2,,2,4,647,418,130,130,0,27,13,14,26,0,117,104,0.2009273570324575,0.31100478468899523,0.48148148148148145,0.0,32.5,6.5,0.0,9.0,17.444444444444443,11.0,58.69999999999999,99,27.846153846153847,17.0,78.59999999999995,99,7.785714285714286,4.0,21.549999999999997,30,6.0,3.0,21.75,23,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,exact_rank,0.2,,5,4,647,418,130,130,0,14,8,6,18,0,122,112,0.2009273570324575,0.31100478468899523,0.5714285714285714,0.0,32.5,4.5,0.0,15.25,37.214285714285715,23.5,100.4,103,57.875,57.5,101.6,103,9.666666666666666,4.5,26.75,30,10.222222222222221,6.5,27.799999999999955,55,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.2,0.04186127,0,4,647,418,16,16,0,71,6,65,15,0,10,1,0.02472952086553323,0.03827751196172249,0.08450704225352113,0.0,4.0,3.75,0.0,1.6666666666666667,5.887323943661972,2.0,23.5,99,26.333333333333332,10.0,83.0,99,4.0,2.0,14.399999999999991,33,1.0666666666666667,1.0,1.299999999999999,2,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.2,0.04186127,2,4,647,418,16,16,0,27,6,21,13,0,10,3,0.02472952086553323,0.03827751196172249,0.2222222222222222,0.0,4.0,3.25,0.0,1.6666666666666667,17.444444444444443,11.0,58.69999999999999,99,37.333333333333336,26.0,90.5,99,11.761904761904763,5.0,31.0,44,1.4615384615384615,1.0,3.5999999999999943,6,,,,
polypgen_test_negative,PolypGen-Video,negative_false_positive,sun_val_frozen_threshold,0.2,0.04186127,5,4,647,418,16,16,0,14,4,10,10,0,12,6,0.02472952086553323,0.03827751196172249,0.2857142857142857,0.0,4.0,2.5,0.0,3.0,37.214285714285715,23.5,100.4,103,79.25,85.5,102.4,103,20.4,9.0,68.39999999999992,99,2.8,1.0,8.199999999999996,10,,,,
